Date,y_actual,prob_up,pred_direction,signal,signal_correct
2026-01-22,1,0.49631472932244414,Down,Hold,
2026-01-23,1,0.4797378124373588,Down,Sell,0.0
2026-01-26,1,0.49915437461046525,Down,Hold,
2026-01-27,0,0.5096969155913312,Down,Hold,
2026-01-28,1,0.4875374242382102,Down,Hold,
2026-01-29,0,0.5005152073376706,Down,Hold,
2026-01-30,0,0.5273711576594241,Up,Buy,0.0
2026-02-02,0,0.5075141533818747,Down,Hold,
2026-02-03,1,0.5000326801925079,Down,Hold,
2026-02-04,0,0.4686732772562469,Down,Sell,1.0
2026-02-05,1,0.5162882725486623,Up,Hold,
2026-02-06,1,0.514810249966123,Up,Hold,
2026-02-09,0,0.4721477049817923,Down,Sell,1.0
2026-02-10,1,0.47617229569257624,Down,Sell,0.0
2026-02-11,0,0.5134398435547487,Up,Hold,
2026-02-12,1,0.4944925703367859,Down,Hold,
2026-02-13,0,0.5098955058168111,Down,Hold,
2026-02-17,1,0.5062210458403302,Down,Hold,
2026-02-18,0,0.49935422840530475,Down,Hold,
2026-02-19,1,0.4966492728646599,Down,Hold,
2026-02-20,0,0.5039929531313722,Down,Hold,
2026-02-23,0,0.5098423122970641,Down,Hold,
2026-02-24,1,0.49847968303759105,Down,Hold,
2026-02-25,0,0.5081411980921028,Down,Hold,
2026-02-26,1,0.4868172259287271,Down,Hold,
2026-02-27,1,0.5071919295386386,Down,Hold,
2026-03-02,0,0.4834742253077886,Down,Hold,
2026-03-03,1,0.5111913359572356,Up,Hold,
2026-03-04,0,0.49902329757788594,Down,Hold,
2026-03-05,1,0.5097985622741885,Down,Hold,
2026-03-06,0,0.5011417477797534,Down,Hold,
2026-03-09,0,0.5117446963822605,Up,Hold,
2026-03-10,0,0.5120742112967046,Up,Hold,
2026-03-11,0,0.48007680923283574,Down,Sell,1.0
2026-03-12,0,0.5132526820054478,Up,Hold,
2026-03-13,0,0.4703491363903662,Down,Sell,1.0
2026-03-16,1,0.49077242956342143,Down,Hold,
2026-03-17,0,0.4906740254737289,Down,Hold,
2026-03-18,0,0.49205753885243625,Down,Hold,
2026-03-19,0,0.5208174509673609,Up,Buy,0.0
2026-03-20,0,0.5128615780588728,Up,Hold,
2026-03-23,0,0.5253704597177947,Up,Buy,0.0
2026-03-24,0,0.4829280061566164,Down,Hold,
2026-03-25,0,0.49690807573509965,Down,Hold,
2026-03-26,0,0.5086000330949648,Down,Hold,
2026-03-27,1,0.47563692909327365,Down,Sell,0.0
