iter	RMSE
324	0.412059753
325	0.4109481505
326	0.4106869019
327	0.4100905901
328	0.4094313775
329	0.4086914096
330	0.4078219066
331	0.4068902893
332	0.4063729043
333	0.4060622917
334	0.4050997772
335	0.4043982687
336	0.4036622022
337	0.4032888656
338	0.4025790638
339	0.4018095596
340	0.4015872275
341	0.4006154495
342	0.4002522423
343	0.4000400327
344	0.3993648596
345	0.3992304937
346	0.3983913331
347	0.3975344855
348	0.3968266369
349	0.3958556724
350	0.395175214
351	0.3951122482
352	0.3947629988
353	0.3945924401
354	0.3938805226
355	0.3934609954
356	0.3928003761
357	0.3923364233
358	0.3907101295
359	0.3895538268
360	0.3884944573
361	0.3877989048
362	0.3863010382
363	0.3860629204
364	0.3855960065
365	0.3849742643
366	0.3842007569
367	0.3834689333
368	0.3832075043
369	0.3819015152
370	0.3808940255
371	0.3807515328
372	0.3804291304
373	0.3796804799
374	0.3792268373
375	0.3786161474
376	0.3775794123
377	0.3770738182
378	0.3768127803
379	0.3761808966
380	0.3757772046
381	0.3750694304
382	0.3746159224
383	0.3743519388
384	0.3735999107
385	0.3731600148
386	0.3726266984
387	0.3724688832
388	0.3719957924
389	0.3708433021
390	0.3700525384
391	0.3695189667
392	0.3691944922
393	0.3687258513
394	0.3685259854
395	0.3683629457
396	0.3680097084
397	0.3676673333
398	0.3668816522
399	0.3657198982
400	0.3650028838
401	0.3649658325
402	0.3642087552
403	0.3637723819
404	0.3632919939
405	0.3624490216
406	0.3616248928
407	0.3611283918
408	0.3604417856
409	0.3592981853
410	0.3588569719
411	0.3581003832
412	0.3574904036
413	0.3566655412
414	0.3552542638
415	0.3550624723
416	0.3545999221
417	0.3542487336
418	0.3531972609
419	0.3525949165
420	0.3522739441
421	0.3519639285
422	0.3506261248
423	0.3498880636
424	0.3494860867
425	0.3487179774
426	0.3480670038
427	0.34740745
428	0.346455503
429	0.3455525302
430	0.3445319485
431	0.3441066375
432	0.3437560148
433	0.3430401996
434	0.3423710521
435	0.3417246728
436	0.3409904053
437	0.3403022178
438	0.3394220078
439	0.3386232093
440	0.3375849395
441	0.3367617823
442	0.336386722
443	0.3357097636
444	0.3352469614
445	0.3345433595
446	0.3341907383
447	0.3338530948
448	0.3335580463
449	0.3329660194
450	0.3318402893
451	0.3313765986
452	0.3305962147
453	0.330043878
454	0.3295917603
455	0.3290280411
456	0.3284584344
457	0.3278570752
458	0.3275958112
459	0.327446488
460	0.3268108243
461	0.3258547869
462	0.3248300811
463	0.3243821838
464	0.3238423501
465	0.3234841653
466	0.3231214435
467	0.3223797661
468	0.3218172831
469	0.3213664973
470	0.3208410704
471	0.320468666
472	0.3199023935
473	0.3193431819
474	0.3189015707
475	0.3183386594
476	0.3177512264
477	0.3167951036
478	0.3163326072
479	0.3158374797
480	0.3153008626
481	0.3147784712
482	0.3145952978
483	0.3141464745
484	0.3138153713
485	0.3132420782
486	0.312700424
487	0.3118913095
488	0.3118680426
489	0.3116452211
490	0.3112270066
491	0.3109330193
492	0.3107888154
493	0.310597935
494	0.3101549952
495	0.309461616
496	0.3090938713
497	0.3079175591
498	0.3072389699
499	0.3067547217
500	0.3058373367
501	0.30501769
502	0.3046612136
503	0.3040024057
504	0.3033812963
505	0.3027531303
506	0.3023188723
507	0.3018454767
508	0.3009556799
509	0.3006919074
510	0.2997118689
511	0.2993288582
512	0.2987569593
513	0.2979027441
514	0.2975535613
515	0.297003633
516	0.2964372913
517	0.296329202
518	0.2959711994
519	0.2953695057
520	0.2950615375
521	0.2946204799
522	0.2941746121
523	0.2938490966
524	0.2936246163
525	0.2934025998
526	0.293114674
527	0.2922467751
528	0.2919551618
529	0.2915359157
530	0.2911702984
531	0.2908337484
532	0.2907983257
533	0.2904757273
534	0.2902631774
535	0.2894167716
536	0.2890404567
537	0.288689276
538	0.2881621644
539	0.287962512
540	0.2874584779
541	0.2871572294
542	0.286560487
543	0.2860026093
544	0.2853618017
545	0.2846048446
546	0.2837677622
547	0.2832207577
548	0.2825651935
549	0.2822055607
550	0.2818404726
551	0.2808683441
552	0.2806353374
553	0.2803056544
554	0.2797625904
555	0.2793049049
556	0.2788423494
557	0.2781713797
558	0.2777639509
559	0.2774066225
560	0.2770002868
561	0.2764847587
562	0.2759929128
563	0.2752240534
564	0.2747271213
565	0.2742571321
566	0.2738383451
567	0.2730970656
568	0.2730333308
569	0.2725068387
570	0.2723421202
571	0.2719467499
572	0.2716388714
573	0.2708775587
574	0.2705278285
575	0.2701936469
576	0.2695361077
577	0.2691760766
578	0.2684897302
579	0.2680488169
580	0.2677772529
581	0.266953559
582	0.2658613495
583	0.2654756608
584	0.2651422565
585	0.264893605
586	0.2643855851
587	0.2642488563
588	0.2636843651
589	0.2634502697
590	0.262832732
591	0.262361351
592	0.2621945605
593	0.2617905115
594	0.2614936694
595	0.260976007
596	0.2606220629
597	0.2602065403
598	0.2598606814
599	0.259643647
600	0.2595469122
601	0.259213005
602	0.2587671663
603	0.2581244702
604	0.2577409202
605	0.2573947411
606	0.2570208048
607	0.2566870163
608	0.2562926616
609	0.2558672493
610	0.2555721918
611	0.2552872414
612	0.2549706916
613	0.2546468082
614	0.2542691513
615	0.2533828081
616	0.2530407093
617	0.2524762627
618	0.2522156156
619	0.2519716946
620	0.251320226
621	0.2507390407
622	0.2504241981
623	0.2497573122
624	0.2494320782
625	0.2490196583
626	0.2486606015
627	0.2483288967
628	0.2481663165
629	0.2479689857
630	0.2479181907
631	0.2475156234
632	0.2467859493
633	0.246507444
634	0.245828326
635	0.2454025169
636	0.2449698713
637	0.244629195
638	0.2444811509
639	0.2441829328
640	0.2439098983
641	0.2434987084
642	0.2428751677
643	0.2421515909
644	0.241814632
645	0.2412052496
646	0.2409762807
647	0.2406401987
648	0.2404108826
649	0.2399460265
650	0.2393974634
651	0.2392120742
652	0.2390664159
653	0.2387635148
654	0.2385254526
655	0.2379851673
656	0.2378934902
657	0.2375731179
658	0.2372690536
659	0.2369346579
660	0.2363546986
661	0.2363334371
662	0.2359712667
663	0.2353664167
664	0.2349277686
665	0.2346536982
666	0.2346156477
667	0.2342877645
668	0.2339418045
669	0.2337191234
670	0.232983773
671	0.2327187812
672	0.232287178
673	0.2318005442
674	0.2315506249
675	0.2312348683
676	0.2309747345
677	0.2306664331
678	0.2303777596
679	0.2302307937
680	0.2299969791
681	0.2296076829
682	0.2293903264
683	0.2290357947
684	0.2286685404
685	0.2282458207
686	0.2278160324
687	0.2274489634
688	0.2271140711
689	0.2266530574
690	0.2262162023
691	0.2258698221
692	0.2254389159
693	0.2253294046
694	0.2251530058
695	0.2248124016
696	0.2244035853
697	0.2238101313
698	0.2236350212
699	0.2232406396
700	0.2230849921
701	0.222633449
702	0.2225034993
703	0.2220334782
704	0.2219373539
705	0.2215743679
706	0.2209754463
707	0.220577859
708	0.2204338702
709	0.2199443709
710	0.2197142797
711	0.2194605475
712	0.2190049025
713	0.2187762129
714	0.2185560805
715	0.2180298148
716	0.2175454594
717	0.2170573454
718	0.2167088479
719	0.2166267914
720	0.2163742006
721	0.21594838
722	0.215553436
723	0.2153221077
724	0.2150614372
725	0.2147073228
726	0.2141814215
727	0.2137637651
728	0.2133193761
729	0.2128500798
730	0.2125828578
731	0.212005018
732	0.2116310411
733	0.2112146898
734	0.2109080216
735	0.2102318894
736	0.2100513353
737	0.2097431149
738	0.2089724321
739	0.208416593
740	0.2081145593
741	0.2077270808
742	0.2074707995
743	0.2073356436
744	0.2071558924
745	0.2069687676
746	0.2067646616
747	0.206235088
748	0.2058175863
749	0.2056881753
750	0.2053178652
751	0.2047939517
752	0.2043984986
753	0.2041204238
754	0.2039941142
755	0.203628394
756	0.2034876557
757	0.203101145
758	0.2026891399
759	0.2022673334
760	0.2020368336
761	0.2014663021
762	0.2012624654
763	0.2011082198
764	0.2008059306
765	0.2006427513
766	0.2001395268
767	0.1999317176
768	0.1995004439
769	0.1993499074
770	0.1990212789
771	0.1987828844
772	0.1984913644
773	0.1982828636
774	0.197907582
775	0.1977587948
776	0.1974537992
777	0.1970368654
778	0.1967948512
779	0.1964624018
780	0.1963140803
781	0.1957820533
782	0.1955835946
783	0.1952249753
784	0.194889122
785	0.1947682198
786	0.1945261534
787	0.1943837712
788	0.1941591627
789	0.193987126
790	0.193832605
791	0.1935419899
792	0.193259565
793	0.1928713155
794	0.1925369611
795	0.1923041073
796	0.1920293174
797	0.1918286601
798	0.1917584785
799	0.1914811509
800	0.1910512529
801	0.190625172
802	0.1903714086
803	0.1900956534
804	0.1898115663
805	0.1894739907
806	0.1891158713
807	0.1889687365
808	0.1884893301
809	0.1879976272
810	0.1874994238
811	0.187228285
812	0.1870322942
813	0.1866205095
814	0.1862046256
815	0.1856041375
816	0.1854678441
817	0.1853062368
818	0.1849858851
819	0.1847659364
820	0.1844573385
821	0.1841027737
822	0.1839274643
823	0.1836367644
824	0.1834409975
825	0.1830593094
826	0.1823300844
827	0.1820537613
828	0.1819065388
829	0.1816339688
830	0.1815224723
831	0.1809628385
832	0.1807899258
833	0.1801665379
834	0.1793523963
835	0.1791262669
836	0.1787577024
837	0.1784718111
838	0.1779056211
839	0.1777018232
840	0.1772945924
841	0.1770174127
842	0.1767934132
843	0.176552317
844	0.176042443
845	0.1756485796
846	0.1753851858
847	0.1751631342
848	0.1748796609
849	0.1746864687
850	0.1745429607
851	0.1742745486
852	0.1740995012
853	0.1738390542
854	0.1738214962
855	0.1732679833
856	0.1731444178
857	0.1728629753
858	0.1726676649
859	0.1723057377
860	0.171880145
861	0.1716369764
862	0.171514667
863	0.1713232261
864	0.1710158087
865	0.1707673513
866	0.1704173188
867	0.1700669945
868	0.1698227698
869	0.1695474571
870	0.1694124048
871	0.1691064094
872	0.1688356506
873	0.1684572169
874	0.168078638
875	0.1678935161
876	0.1676645455
877	0.1673616677
878	0.1671736598
879	0.1669607451
880	0.1667801631
881	0.1665372453
882	0.1662678978
883	0.165964191
884	0.165767024
885	0.1655720419
886	0.1654210704
887	0.1652474138
888	0.1650677204
889	0.1649458115
890	0.1647079306
891	0.164438693
892	0.1641110193
893	0.1638467965
894	0.1635666953
895	0.1633903051
896	0.1630423522
897	0.1628282133
898	0.162615886
899	0.162295013
900	0.1619634743
901	0.1618520633
902	0.1618343244
903	0.1616223523
904	0.1612641953
905	0.1611116285
906	0.1609078308
907	0.1606380845
908	0.1603181592
909	0.1600023317
910	0.1597431144
911	0.1594384184
912	0.1592898381
913	0.1590910552
914	0.1589040673
915	0.1587491136
916	0.158529823
917	0.1583991483
918	0.1582125868
919	0.1577698759
920	0.1575921678
921	0.1575734633
922	0.1572748657
923	0.1570457051
924	0.1568455361
925	0.1567029606
926	0.1564856477
927	0.1562239513
928	0.1560191213
929	0.1557858071
930	0.155696127
931	0.1555294862
932	0.1553346141
933	0.1549487575
934	0.1546904998
935	0.1544027691
936	0.1541425615
937	0.15394072
938	0.1537888934
939	0.1535694692
940	0.1535604891
941	0.1533939823
942	0.1530816397
943	0.1527191718
944	0.1524197569
945	0.1522251927
946	0.1519774042
947	0.1517285509
948	0.1515057851
949	0.1513111408
950	0.1510480703
951	0.1508641791
952	0.150730145
953	0.1504382088
954	0.1500230429
955	0.1496800444
956	0.1495033922
957	0.1494186902
958	0.1492328887
959	0.1488497192
960	0.1486407383
961	0.1485534889
962	0.1483072483
963	0.147926507
964	0.1476523298
965	0.1474888068
966	0.1472222224
967	0.1471420219
968	0.1469203785
969	0.1467705669
970	0.1466742511
971	0.1465047864
972	0.1464342476
973	0.1462197105
974	0.1459567891
975	0.1456587057
976	0.1453355028
977	0.1450690899
978	0.1447295206
979	0.1444126291
980	0.1442537994
981	0.1438617773
982	0.143631048
983	0.1435693133
984	0.1432470676
985	0.1430943609
986	0.142914524
987	0.1425753602
988	0.1425337543
989	0.1423287507
990	0.1421410816
991	0.1420109379
992	0.1418254658
993	0.1417780775
994	0.1414550689
995	0.1412336984
996	0.1411450603
997	0.1409619722
998	0.1407209869
999	0.1405277008
1000	0.1403655628
1001	0.1401803664
1002	0.1399130052
1003	0.1395106992
1004	0.1393611647
1005	0.1391064814
1006	0.1389971134
1007	0.1387761271
1008	0.1387098586
1009	0.1384755188
1010	0.1383581609
1011	0.1381326089
1012	0.1379792557
1013	0.1378180295
1014	0.1376069243
1015	0.1374850832
1016	0.1373958498
1017	0.1371124748
1018	0.1368659181
1019	0.1366391602
1020	0.1365179779
1021	0.1364727097
1022	0.1362887609
1023	0.1359707793
1024	0.1356076333
1025	0.1352411297
1026	0.1350778767
1027	0.1348945215
1028	0.1347361279
1029	0.1345025846
1030	0.134128031
1031	0.1337428544
1032	0.1336109279
1033	0.1333668172
1034	0.133153464
1035	0.1330496391
1036	0.132836657
1037	0.132687944
1038	0.1324160584
1039	0.1321598704
1040	0.1320844666
1041	0.1318951443
1042	0.1316908604
1043	0.131407768
1044	0.1312621884
1045	0.1310400372
1046	0.1309563565
1047	0.1309054076
1048	0.1307972657
1049	0.1306378944
1050	0.1305504525
1051	0.1303554582
1052	0.1299727752
1053	0.1297647355
1054	0.129596509
1055	0.1294645958
1056	0.1293710445
1057	0.1291819212
1058	0.128998763
1059	0.1287750089
1060	0.1285754605
1061	0.1283400659
1062	0.1281011727
1063	0.1279134775
1064	0.1276011603
1065	0.1274914005
1066	0.1271889138
1067	0.1271345049
1068	0.1268032362
1069	0.1265211327
1070	0.1264068496
1071	0.1261871946
1072	0.1259864782
1073	0.1256969039
1074	0.1255795667
1075	0.1253646487
1076	0.1251693102
1077	0.1249168474
1078	0.1247742627
1079	0.1246124561
1080	0.1243729906
1081	0.1242662419
1082	0.1240598068
1083	0.1239341583
1084	0.1237789049
1085	0.1235154973
1086	0.1234341926
1087	0.1232425573
1088	0.1229347179
1089	0.1227466915
1090	0.1226987834
1091	0.1223726883
1092	0.1220001277
1093	0.1217685144
1094	0.1214617181
1095	0.1212876985
1096	0.1210640296
1097	0.1210199075
1098	0.1207271226
1099	0.1205305621
1100	0.1202681286
1101	0.1201429962
1102	0.1198886244
1103	0.1196120532
1104	0.1196016559
1105	0.1194672781
1106	0.1193264396
1107	0.1191865889
1108	0.119108847
1109	0.1189674872
1110	0.1188734951
1111	0.1186903265
1112	0.1184981603
1113	0.1183273284
1114	0.1182115914
1115	0.118129691
1116	0.1177894756
1117	0.1176021479
1118	0.1175168667
1119	0.1173903697
1120	0.1172670297
1121	0.1172123405
1122	0.117028916
1123	0.116860118
1124	0.1167284838
1125	0.1165780388
1126	0.1164942212
1127	0.1163107067
1128	0.1162137196
1129	0.1159905531
1130	0.1158770133
1131	0.1156497033
1132	0.1155323257
1133	0.1152825738
1134	0.1148022634
1135	0.1147014959
1136	0.1145669089
1137	0.1144727147
1138	0.1143473277
1139	0.1141277462
1140	0.1138778158
1141	0.1135414661
1142	0.1133439553
1143	0.1132455393
1144	0.1130659858
1145	0.1129619589
1146	0.1129171065
1147	0.1127382441
1148	0.1124417198
1149	0.112382593
1150	0.1122959933
1151	0.1121162682
1152	0.1118817347
1153	0.1117832662
1154	0.1116102563
1155	0.1113935995
1156	0.1113472398
1157	0.1111479672
1158	0.1109599758
1159	0.1107561924
1160	0.1105830203
1161	0.1103145716
1162	0.1102307551
1163	0.1101162367
1164	0.1099891243
1165	0.1098904594
1166	0.1098189966
1167	0.1096564065
1168	0.109480413
1169	0.1091911499
1170	0.1090463896
1171	0.108708236
1172	0.1086337149
1173	0.1084871617
1174	0.1082570924
1175	0.1081969402
1176	0.108040707
1177	0.1079802824
1178	0.1077832525
1179	0.1075865907
1180	0.1075543827
1181	0.1074206767
1182	0.1073670998
1183	0.1072181042
1184	0.1070499558
1185	0.1070005181
1186	0.1068553218
1187	0.1067240747
1188	0.1064963015
1189	0.1063909463
1190	0.1062750429
1191	0.1061443123
1192	0.1059568115
1193	0.1058304598
1194	0.105546839
1195	0.1055108101
1196	0.1054962501
1197	0.1054103931
1198	0.1051511049
1199	0.105078058
1200	0.104850992
1201	0.1046712233
1202	0.1043568671
1203	0.1041824419
1204	0.1040608179
1205	0.1038816376
1206	0.1036947838
1207	0.1036821627
1208	0.103465674
1209	0.1032088489
1210	0.1032026393
1211	0.1030568238
1212	0.1029370048
1213	0.1029065074
1214	0.1026994153
1215	0.102608963
1216	0.1022560259
1217	0.1021664072
1218	0.1020643575
1219	0.1018977476
1220	0.1018225001
1221	0.101757939
1222	0.1016296669
1223	0.1013897243
1224	0.1012893217
1225	0.1012050506
1226	0.1011296206
1227	0.101041589
1228	0.1008878018
1229	0.1007489486
1230	0.1006526949
1231	0.1005423627
1232	0.1003832034
1233	0.1000495234
1234	0.09993876169
1235	0.09960424571
1236	0.09952997168
1237	0.09945055544
1238	0.09923578908
1239	0.0991507014
1240	0.09896794317
1241	0.09889283808
1242	0.09860417789
1243	0.09838538471
1244	0.09818171234
1245	0.09806732215
1246	0.09799585794
1247	0.09783366471
1248	0.09767726266
1249	0.09750604553
1250	0.09729977503
1251	0.09711601962
1252	0.09697218116
1253	0.09690159874
1254	0.0968136109
1255	0.09665742943
1256	0.09644474215
1257	0.09636503567
1258	0.09613544205
1259	0.09593926717
1260	0.09584871266
1261	0.09570508116
1262	0.09546987842
1263	0.09525495745
1264	0.09513320022
1265	0.09490735104
1266	0.09486055385
1267	0.09471467906
1268	0.09460529666
1269	0.09452008199
1270	0.09433675194
1271	0.0941885772
1272	0.09388066996
1273	0.09364469946
1274	0.09360384291
1275	0.09331563066
1276	0.09321877036
1277	0.09302199614
1278	0.09299100148
1279	0.09277362207
1280	0.09267303693
1281	0.09251486154
1282	0.09241054007
1283	0.0922532831
1284	0.09217115492
1285	0.09206126276
1286	0.09194615743
1287	0.09184204141
1288	0.09172878716
1289	0.09155953174
1290	0.0913840998
1291	0.09125027305
1292	0.09118718935
1293	0.09110046902
1294	0.09100863977
1295	0.09084140107
1296	0.09073378968
1297	0.09058652312
1298	0.09045996096
1299	0.09029230194
1300	0.09019092868
1301	0.0900994156
1302	0.09000506898
1303	0.08993786386
1304	0.08984466268
1305	0.08977757858
1306	0.08955353801
1307	0.08947376788
1308	0.08941524046
1309	0.08925847114
1310	0.08909326653
1311	0.08895209893
1312	0.0889220838
1313	0.08873788029
1314	0.08860319348
1315	0.0885202674
1316	0.08841584755
1317	0.08826627482
1318	0.08819681513
1319	0.08806713788
1320	0.08805441089
1321	0.08802473619
1322	0.0878940929
1323	0.08773837016
1324	0.08769535502
1325	0.08758008869
1326	0.08747898111
1327	0.08730712421
1328	0.08722371584
1329	0.08704366873
1330	0.08695820601
1331	0.08691147926
1332	0.08679499999
1333	0.08673835235
1334	0.08653773523
1335	0.08645652204
1336	0.08640661701
1337	0.08625627558
1338	0.08613816774
1339	0.08602225891
1340	0.08592031951
1341	0.08577915401
1342	0.0856595913
1343	0.08561838195
1344	0.08551989969
1345	0.08546082422
1346	0.08532730427
1347	0.08514502507
1348	0.08507176187
1349	0.08500151845
1350	0.08489044608
1351	0.08483686234
1352	0.08460782495
1353	0.08450186688
1354	0.08437243672
1355	0.08430415622
1356	0.08410557274
1357	0.08397229473
1358	0.08389824246
1359	0.08384064543
1360	0.08365008485
1361	0.08353830787
1362	0.08343737999
1363	0.08339318221
1364	0.08330080898
1365	0.08316665136
1366	0.08308957759
1367	0.08297959103
1368	0.08287105372
1369	0.08280484132
1370	0.08264421419
1371	0.08250371067
1372	0.08235699515
1373	0.08223221082
1374	0.08204951892
1375	0.08199894411
1376	0.08186968733
1377	0.08159820566
1378	0.08148543081
1379	0.08145955634
1380	0.08144970658
1381	0.08134725874
1382	0.0810872561
1383	0.08101356288
1384	0.08096791389
1385	0.08077961069
1386	0.08066656486
1387	0.08047750949
1388	0.08033775777
1389	0.08024728168
1390	0.08019396233
1391	0.08006342968
1392	0.08001542272
1393	0.07977527078
1394	0.0797300424
1395	0.07965283074
1396	0.07951596612
1397	0.07943763078
1398	0.07939124432
1399	0.07925700821
1400	0.07917139012
1401	0.07902623048
1402	0.07894002916
1403	0.07887370858
1404	0.07881058143
1405	0.07864253457
1406	0.07853710533
1407	0.07832538213
1408	0.07816972094
1409	0.07805824134
1410	0.07799626221
1411	0.07788672666
1412	0.07771726442
1413	0.07768182962
1414	0.07757452849
1415	0.07745605877
1416	0.07730030733
1417	0.07725298933
1418	0.07722071611
1419	0.0770811197
1420	0.07698516905
1421	0.07682897012
1422	0.0767867133
1423	0.07665738434
1424	0.07649583938
1425	0.07639227008
1426	0.07628629076
1427	0.07614805224
1428	0.07607869669
1429	0.07587968015
1430	0.07584030042
1431	0.07577846827
1432	0.07568668999
1433	0.07557231104
1434	0.07553793968
1435	0.07542708193
1436	0.07532169438
1437	0.0751932845
1438	0.07503615814
1439	0.07478762542
1440	0.07468424762
1441	0.07460734788
1442	0.07454485215
1443	0.07431471127
1444	0.07418558238
1445	0.07410343534
1446	0.07407222899
1447	0.07401799265
1448	0.07397190763
1449	0.07378666703
1450	0.07363026629
1451	0.07351214795
1452	0.07349761283
1453	0.07342831932
1454	0.07342155024
1455	0.0733613002
1456	0.07327635344
1457	0.07312973125
1458	0.07294455076
1459	0.07284809233
1460	0.07268353015
1461	0.07253529078
1462	0.07251590702
1463	0.07243701656
1464	0.07229372035
1465	0.07222100318
1466	0.0721743909
1467	0.07202494612
1468	0.07197806031
1469	0.07196370235
1470	0.07176917846
1471	0.07151742605
1472	0.07145977911
1473	0.07139450427
1474	0.07135350778
1475	0.07122680585
1476	0.07109446543
1477	0.07097106667
1478	0.0709164129
1479	0.07085919744
1480	0.07083837289
1481	0.07067135772
1482	0.07052694805
1483	0.07039500614
1484	0.07027418627
1485	0.0702221808
1486	0.07009724428
1487	0.07002905833
1488	0.06999937533
1489	0.06984752396
1490	0.0696428374
1491	0.06953463255
1492	0.06949845771
1493	0.06941821461
1494	0.06927030444
1495	0.06911610466
1496	0.06894094015
1497	0.06882179705
1498	0.06881182117
1499	0.06874732377
1500	0.06861942596
1501	0.06855363952
1502	0.06846424976
1503	0.06839023621
1504	0.06834390056
1505	0.06830677521
1506	0.06821514731
1507	0.06818039966
1508	0.06806428302
